contigs	predictions
k79_23059	
k79_13860	2;976;200643;171549;815;909656;821
k79_119	2;1239;186801;3085636;186803;2569097;39488
k79_4694	2;1239;186801;3085636;186803;189330;88431
k79_18458	2
k79_9323	
k79_120	
k79_23060	
k79_13861	131567
k79_9324	
k79_23061	2;976;200643;171549;815;816
k79_4695	2;1239;186801;3085636;186803;2569097;39488
k79_9325	2;1239;526524;526525;2810280;3025755;1547
k79_13862	2;1239;186801;186802;216572;1263;2564099
k79_23062	2;1239;186801;186802;216572;2892396;2714353
k79_18459	2;1239;186801;3085636;186803;2569097;39488
k79_9326	
k79_32281	2;1239;186801;3085636;186803;3342669;45851
k79_121	2;1239;186801;3085636;186803;207244;649756
k79_13863	2;1239;91061;186826;1300;1301;1346
k79_9327	
k79_18460	
k79_23063	2;1239;91061;186826;1300;1301;1326
k79_13864	
k79_122	2;976;200643;171549;815;816;28111
k79_13865	2;1239;186801;186802;31979;1485;1529
k79_18461	2;976;200643;171549;815;909656;821
k79_18462	2;976;200643;171549;815;816
k79_23064	
k79_18463	2;1239;186801;3085636;186803;189330;88431
k79_18464	2;976;200643;171549;815;909656;821
k79_18465	
k79_9328	
k79_9329	2;1239;186801;3085636;186803;2569097;39488
k79_18466	2;976;200643;171549;815;909656;821
k79_32282	2;976;200643;171549;815;816;28111
k79_18467	2;976;200643;171549
k79_4696	2759;7711;40674;9443;9604;9605;9606
k79_123	131567
k79_18468	
k79_9330	2;1239;526524;526525;2810280;135858;2478954
k79_18469	2;976;200643;171549;2005525;375288;46503
k79_4697	2;976;200643;171549;815;909656;821
k79_32283	2;1239;186801;3085636;186803;207244;649756
k79_9331	2;1239;186801;3085636;186803;207244;649756
k79_4698	
k79_32284	
k79_9332	2;1239;186801;3085636;186803;2569097;39488
k79_4699	2;1239;186801;3085636;186803;207244;649756
k79_18470	2;1239;186801;3085636;186803;2569097;39488
k79_124	
k79_9333	2;1239;186801;3085636;186803;2569097;39488
k79_32285	2;1239;186801;186802;216572;2892396;2714355
k79_125	2;976;200643;171549;815;816;28111
k79_18471	2;976;200643;171549;815;909656;821
k79_9334	
k79_4700	
k79_126	2;1239;186801;3085636;186803;2569097;39488
k79_9335	2;1239;186801;3085636;186803;207244;649756;649757
k79_127	2;976;200643;171549
k79_4701	2;976;200643;171549;815;816;28111
k79_32286	2;1239;186801;3085636;186803;207244;649756
k79_128	2;1239;186801;3085636;186803;207244;649756
k79_32287	2;1239;186801;186802;216572;1263;2564099
k79_4702	2;1239;186801;3085636;186803;841;301301
k79_9336	2759;7711;40674;9443;9604;9605;9606
k79_4703	
k79_32288	
k79_129	2;1239;186801;3085636;186803;2569097;39488
k79_18472	2;1239;186801;3085636;186803;207244;649756;649757
k79_32289	2;1239;186801;186802;216572;216851;2929492
k79_4704	2;1239;186801;186802;31979;1485;1529
k79_130	2;1239;186801;186802;216572;2892396;2714353
k79_18473	2;1239;909932;1843489;31977;39948
k79_9337	
k79_4705	2;1239;186801;186802;216572;1263;2564099
k79_32290	2;976;200643;171549;815;909656;821
k79_131	2;976;200643;171549;815;909656;821
k79_18474	2;976;200643;171549;815;909656;821
k79_132	2;976;200643;171549;815;816;820
k79_4706	2;976;200643;171549;815;909656;821
k79_32291	
k79_9338	2;1239;186801;3085636;186803;3342669;45851
k79_32292	2;976;200643;171549
k79_9339	2;976;200643;171549;815;909656;821
k79_4707	2;1239;186801;3085636;186803;207244;649756
k79_133	2;976;200643;171549;815;909656;821
k79_13866	
k79_134	2;976;200643;171549;815;909656;821
k79_9340	
k79_32293	2;1239;186801;3085636;186803
k79_4708	2;1239;186801;186802;216572;292632;214851
k79_135	
k79_18475	2;1239;186801;186802;216572;1263;2564099
k79_136	2;1239;186801;186802;216572;1263;657323
k79_18476	
k79_32294	2759;7711;40674;9443;9604;9605;9606
k79_137	2;1239;186801;186802;216572;2892396;2714355
k79_18477	2;976;200643;171549
k79_32295	2;1239;186801;186802;216572;216851;2929495
k79_138	2;1239;186801;186802;216572;459786;2763056
k79_9341	
k79_18478	2;1239;186801;186802;216572;1263;2564099
k79_9342	
k79_4709	
k79_32296	
k79_18479	
k79_139	2;976;200643;171549;815;909656;821
k79_4710	
k79_9343	
k79_32297	
k79_4711	
k79_32298	2;1239;186801;3085636;186803;2569097;39488
k79_9344	2;976;200643;171549;815;816;820
k79_4712	2;1239;186801;3085636;186803;2569097;39488
k79_32299	2;1239;186801;3085636;186803
k79_140	2;1239;186801;186802;216572;1263;2564099
k79_18480	2;976;200643;171549;815;909656;821
k79_9345	2;976;200643;171549;815;909656;821
k79_141	
k79_4713	2;976;200643;171549;815;909656;821
k79_32300	2;1239;186801
k79_9346	2;1239;186801;3085636;186803;189330;88431
k79_142	2;1239;186801;3085636;186803;2569097;39488
k79_4714	2;1239;186801;3085636;186803;207244;649756
k79_27667	2;1239;186801;3085636;186803;2569097;39488
k79_27668	
k79_32301	2;1239;186801;186802;216572;2892396;2714355
k79_27669	2;1239;186801;3085636;186803;28050;39485
k79_9347	2;1239;186801;3085636;186803;572511
k79_13867	2759;7711;40674;9443;9604;9605;9606
k79_4715	2;1239;186801;3085636;186803;2569097;39488
k79_32302	
k79_4716	2;1239;186801;3085636;186803;2569097;39488
k79_9348	2;74201;203494;48461;1647988;239934;239935
k79_13868	
k79_27670	
k79_32303	2;1224;28211;3120395;433;3097638;2984322
k79_4717	2;1239;91061;1385;186817;1386
k79_9349	2;1239;186801;3085636;186803;572511
k79_32304	2;1239;186801;3085636;186803;2569097;39488
k79_4718	2;1239;186801;3085636;186803;2569097;39488
k79_18481	2;976;200643;171549;815;909656;821
k79_27671	2;1239
k79_9350	2;1239;186801;3085636;186803;189330;88431
k79_4719	
k79_27672	
k79_13869	
k79_32305	2;1239;186801;3085636;186803;207244;649756
k79_4720	2;976;200643;171549;171550;239759;1288121
k79_13870	
k79_9351	2;1239;186801;3085636;186803;207244;649756
k79_4721	2;976;200643;171549
k79_27673	2;1239;186801;186802;216572;2892396;2714355
k79_9352	
k79_27674	
k79_4722	2;1239;186801;3085636;186803
k79_32306	2;1239;186801;3085636;186803;2569097;39488
k79_9353	
k79_13871	2;976;200643;171549;815;909656;821
k79_4723	2;1239;186801;3085636;186803;2569097;39488
k79_13872	2;976;200643;171549;171550;239759;214856;679935
k79_27675	
k79_4724	2;1239;186801;3085636;186803;2569097;39488
k79_27676	
k79_18482	2;976;200643;171549;815
k79_4725	
k79_13873	2;1239;186801;3085636;186803;207244;649756
k79_9354	2;976;200643;171549;815;909656;821
k79_13874	
k79_18483	
k79_27677	
k79_9355	2;1239;186801;186802;216572;1263;2564099
k79_13875	2;976;200643;171549;171550;239759;214856
k79_18484	2;1239;186801;186802;216572;1263;2564099
k79_13876	2;1239;186801;186802;216572;1263;2564099
k79_32307	2;1239;186801;186802;216572;1263;2564099
k79_18485	
k79_27678	2;1239;186801;3085636;186803;207244;649756
k79_18486	
k79_27679	2;976;200643;171549;171550;239759;2585119
k79_32308	
k79_18487	2;1239;186801;186802;31979;1485;238834
k79_9356	
k79_27680	
k79_18488	2;976;200643;171549;815;816;820
k79_9357	2;976;200643;171549;815;816
k79_27681	
k79_13877	
k79_9358	
k79_143	2;1239;186801;3085636;186803;3342669;45851
k79_18489	2;1239;186801;3085636;186803;33042;116085
k79_9359	2;1239;186801;3085636;186803;207244;649756
k79_144	2;1239
k79_27682	
k79_18490	2;1239;186801;3085636;186803;2569097;39488
k79_145	2;1239;186801;3085636;186803;572511
k79_146	2;976;200643;171549;815;909656;821
k79_4726	2;976;200643;171549;815;816;820
k79_18491	
k79_9360	2;1239;186801;186802;216572;1263;2564099
k79_147	2;976;200643;171549;2005525;375288;46503
k79_9361	
k79_18492	2;976;200643;171549
k79_27683	
k79_148	
k79_9362	
k79_18493	2;1239;186801;3085636;186803;189330;88431
k79_4727	2;1239;186801;3085636;186803;207244;649756
k79_9363	
k79_149	2;1239;186801;186802;216572;1263;2564099
k79_18494	
k79_9364	2;1239;186801;3085636;186803;207244;649756
k79_4728	
k79_27684	
k79_18495	2;976;200643;171549
k79_150	2;1239;186801;3085636;186803;189330;88431
k79_9365	2;976;200643;171549;815;816;820
k79_4729	2;976;200643;171549;1853231;283168;28118
k79_27685	2;976;200643;171549;815;909656;821
k79_151	
k79_18496	2;1239;186801;186802;216572;2892396;2714353
k79_9366	2;1239;186801;3085636;186803;841
k79_4730	2;976;200643;171549;815;816;820
k79_152	2;976;200643;171549;815;909656;821
k79_9367	2;976;200643;171549
k79_18497	
k79_4731	2;1239;186801;186802;216572;1263;2564099
k79_18498	
k79_27686	2;1239;186801;3085636;186803;207244;649756
k79_153	2;976;200643;171549;815;909656;821
k79_9368	
k79_27687	
k79_9369	2;1239;186801;3085636;186803;2569097;39488
k79_23065	2;1239;186801;3085636;186803;3342669;45851
k79_4732	2;1239;186801;186802;216572;1263;2564099
k79_18499	
k79_27688	
k79_9370	2;1239;186801;3085636;186803;2569097;39488
k79_154	2;976;200643;171549;815;909656;821
k79_4733	
k79_18500	2;976;200643;171549;815;909656;821
k79_9371	2;976;200643;171549;815;816;820
k79_155	2;976;200643;171549;815;909656;821
k79_27689	2;976;200643;171549;815;816;28111
k79_23066	2;1239;186801;3085636;186803;2569097;39488
k79_9372	
k79_18501	
k79_32309	2;1239;186801;3085636;186803;3342669;45851
k79_4734	
k79_27690	2;1239;186801;186802;216572;216851;2929491
k79_156	2;1239;186801;3085636;186803;207244;649756
k79_18502	2;1239;186801;186802;216572;1263;2564099
k79_4735	2;976;200643;171549;815;909656;821
k79_9373	2;976;200643;171549;815
k79_23067	2;29547;3031852;213849;2808963;2321115;2321133
k79_27691	
k79_32310	2;1239;186801;3085636;186803;189330;88431
k79_157	
k79_18503	2;1239;186801;186802;216572;2892396
k79_4736	2;1239;186801;3085636;186803
k79_23068	2;1239;186801
k79_9374	2;1239;91061;1385;186817;1386
k79_32311	2;1239;186801;3085636;186803;1506553;29347
k79_18504	2;1239;186801;3085636;186803;2569097;39488
k79_23069	2;1239;186801;186802;216572;2892396;2714353
k79_9375	2;1239;186801;3085636;186803
k79_158	2;1239;186801;3085636;186803;207244;649756
k79_32312	
k79_4737	2;1239;186801;3085636;186803;2569097;39488
k79_23070	2;1239;186801;186802;216572;2892396;2714353
k79_9376	2;976;200643;171549
k79_32313	2;976;200643;171549;815;909656;821
k79_27692	2;976;200643;171549;815;909656;821
k79_18505	2;1239;909932;1843489;31977;39948;2161821
k79_4738	2;976;200643;171549
k79_159	2;976;200643;171549;815;909656;821
k79_23071	
k79_32314	2;1239;186801;3085636;186803;207244;649756
k79_18506	
k79_9377	
k79_160	2;1239;186801;3085636;186803;2316020;46228;471875
k79_4739	2;1239;186801;3085636;186803;207244;649756
k79_32315	
k79_27693	2;976;200643;171549;815;816;28116
k79_23072	2;976;200643;171549;815;909656;821
k79_161	
k79_32316	2;1239;186801;3085636;186803;28050;39485
k79_4740	2;1239;186801;3085636;186803;2569097;39488
k79_9378	2;1239;186801;3085636;186803;2944152;2763670
k79_32317	2;976;200643;171549;815;909656;821
k79_9379	2;976;200643;171549;815;816;820
k79_27694	2;1239
k79_162	
k79_32318	2;1239;909932;1843489;31977;39948
k79_9380	2;976;200643;171549;815;909656;821
k79_27695	
k79_9381	2;1239;186801;3085636;186803;207244;649756
k79_32319	2;976;200643;171549;815;816;820
k79_163	2;976;200643;171549;815;909656;821
k79_4741	2;1239;186801;3085636;186803;3342669;45851
k79_23073	
k79_164	2;1239;186801;186802;216572;216851;853
k79_9382	2;1239;186801;3085636;186803;189330;88431
k79_18507	
k79_4742	2;976;200643;171549;815;816;818
k79_165	2;976;200643;171549;2005525;375288;46503
k79_27696	2;1239;186801;3085636;186803
k79_32320	2;1239;91061;1385;186822;44249;2996034
k79_23074	
k79_18508	2;1239;186801;3085636;186803;2569097;39488
k79_166	2;1239;186801;3085636;186803;189330;88431
k79_9383	2;1239;186801;186802;216572;1263;2564099
k79_23075	2;976;200643;171549;815;816;820
k79_27697	2;976;200643;171549;815
k79_32321	2;976;200643;171549;815
k79_4743	2;1239;186801;186802;31979;1485;411486
k79_167	2;1239;186801;186802;216572;1263;2564099
k79_23076	2;1239;909932;1843489;31977;39948
k79_27698	2;976;200643;171549;815;816;820
k79_18509	
k79_4744	
k79_27699	
k79_23077	2;1239;186801;3085636;186803;2944152;2763670
k79_32322	2;1239;186801;3085636;186803;2569097;39488
k79_168	2;1239;186801;3085636;186803;2569097;39488
k79_18510	
k79_4745	
k79_27700	2;1239;909932;1843489;31977;39948
k79_169	
k79_23078	2;1239;186801;3085636;186803;572511;1322;537007
k79_4746	
k79_18511	
k79_170	2157;28890;183925;2158;2159;2172;2173
k79_27701	2;976;200643;171549;815;816
k79_32323	
k79_23079	
k79_18512	2;1239;186801;3085636;186803;2569097;39488
k79_171	
k79_23080	2;1239;186801;186802;31979;1485;1491
k79_18513	2;976;200643;171549;815;816
k79_172	2;1239;186801;3085636;186803;207244;649756
k79_23081	2;1239;186801;3085636;186803;2569097;39488
k79_18514	2;976;200643;171549;815;816;47678
k79_4747	2;1239;186801;186802
k79_9384	2;1239;186801;186802;216572;216851;2929491
k79_4748	2;976;200643;171549;815;909656;821
k79_32324	
k79_4749	
k79_9385	
k79_23082	2;1239;186801;186802;216572;1263;2564099
k79_32325	
k79_23083	
k79_4750	2;1239;186801;186802;216572;1263;2564099
k79_9386	2;976;200643;171549;815;909656;821
k79_18515	2;1239;186801;186802;216572;1263;2564099
k79_32326	
k79_9387	
k79_18516	2;976;200643;171549;815;909656;821
k79_27702	2;74201;203494;48461;1647988;239934;239935
k79_9388	2;1239;186801;186802;216572;2892396;2714353
k79_32327	2;1239;186801;186802;216572;1263;657323
k79_27703	2;976;200643;171549;815;909656;821
k79_9389	2;1239;186801;186802;216572;216851;853
k79_32328	2;976;200643;171549;815;909656;821
k79_32329	2;1239;186801;186802;216572;1263;2564099
k79_27704	2;1239;186801;3085636;186803;207244;649756
k79_32330	2;1239;186801;3085636;186803;207244;649756
k79_9390	2;1239;186801;3085636;186803;207244;649756;649757
k79_32331	2;1239;186801;186802;216572;1263;2564099
k79_9391	2;976;200643;171549
k79_27705	2;976;200643;171549;815;816;820
k79_9392	2;74201;203494;48461;1647988;239934;239935
k79_32332	2;1239;186801;3085636;186803;2944193;2763672
k79_27706	
k79_9393	
k79_27707	2;976;200643;171549;815;909656;821
k79_32333	2;1239;186801;3085636;186803;207244;649756
k79_27708	2;1239;186801;3085636;186803;2569097;39488
k79_32334	
k79_9394	2;1239;186801;3085636;186803
k79_27709	
k79_32335	2;1239;186801;186802;216572;1263;2564099
k79_27710	
k79_32336	2;976;200643;171549;815;816;674529
k79_32337	2;976;200643;171549;815;816;820
k79_27711	2;1239;909932;1843489;31977;39948;2161821
k79_9395	2;1239;186801;3085636;186803;2569097;39488
k79_32338	2;1239;186801;3085636;186803;207244;649756
k79_27712	2;976;200643;171549;815;909656;821
k79_9396	2;976;200643;171549;815;909656;821
k79_32339	
k79_32340	2;1239;186801;186802;216572;459786;2109687
k79_27713	2;1239;186801;3085636;186803;33042;410072
k79_9397	
k79_9398	2;1239;186801;186802;216572;1263;657323
k79_27714	2;976;200643;171549;815;816
k79_9399	2;1239;186801;186802;216572;459786;2109687
k79_27715	
k79_9400	2;976;200643;171549;815;909656;821
k79_4751	
k79_27716	
k79_9401	
k79_4752	2;976;200643;171549;815;816;820
k79_9402	2;1239;186801;186802;216572;1263;2564099
k79_32341	2;1239;186801;186802;216572;1263;2564099
k79_4753	
k79_9403	2;976;200643;171549;815;909656;821
k79_32342	2;1239;186801;3085636;186803;1766253;39491
k79_4754	
k79_32343	2;1239;186801;3085636;186803;2569097;39488
k79_9404	2;1239;186801;186802;216572;1263;2564099
k79_32344	
k79_9405	2;1239;186801;3085636;186803;2569097;39488
k79_4755	2;1239;186801;186802;216572;1263;2564099
k79_32345	2;976;200643;171549;171550;239759;328813
k79_9406	
k79_9407	2;1239;1737404;1737405;1570339;31983;72026
k79_32346	2;1239;186801;3085636;186803;2569097;39488
k79_173	
k79_9408	2;1239;186801;3085636;186803;207244;649756
k79_4756	2
k79_4757	2;1239;186801;186802;216572;1263;2564099
k79_174	2;976;200643;171549;815;909656;821
k79_9409	2;976;200643;171549;2005525;375288;823
k79_32347	2;976;200643;171549;171550;239759;328813
k79_4758	
k79_23084	2;1239;186801;3085636;186803;3342669;45851
k79_175	2;1239;186801;186802;216572;1263;2564099
k79_32348	2;1239;186801;3085636;186803;207244;649756
k79_4759	
k79_18517	2;1239;186801;3085636;186803;3342669;45851
k79_32349	2;976;200643;171549;171550;239759;2585118
k79_4760	
k79_18518	
k79_4761	2;1239;186801;3085636;186803;2569097;39488
k79_9410	
k79_32350	2;976;200643;171549;815;816;820
k79_18519	
k79_32351	2;74201;203494;48461;1647988;239934;239935
k79_176	
k79_4762	2;976;200643;171549;815;909656;821
k79_23085	2;1239;186801;186802;216572;1263;2564099
k79_4763	2;74201;203494;48461;1647988;239934;239935
k79_177	2;1239;186801;3085636;186803;2944152;2763670
k79_32352	2;976;200643;171549;815;909656;821
k79_23086	2;976;200643;171549;815;909656;821
k79_9411	2;1239;186801;3085636;186803;2316020;33038
k79_32353	2;976;200643;171549;815;816;29523
k79_178	2;976;200643;171549;815;816;820
k79_32354	2;1239;186801;3085636;186803;2569097;39488
k79_4764	2;1239;186801;3085636;186803;2569097;39488
k79_32355	2;976;200643;171549;815;909656;821
k79_23087	2;1239;186801;3085636;186803;2569097;39488
k79_4765	
k79_179	
k79_18520	2;1239;186801;3085636;186803;189330;39486
k79_32356	2;1239;186801;186802;216572;1263;2564099
k79_18521	2;1239;186801;3085636;186803
k79_32357	2;976;200643;171549;815;909656;821
k79_18522	
k79_18523	2;1239;186801;186802;216572;2892396;2714355
k79_180	2;976;200643;171549;815;909656;821
k79_18524	2;1239;186801;3085636;186803;2719313;208479
k79_181	2;976;200643;171549;815;816;820
k79_23088	2;1239;186801;186802;216572;1263;2564099
k79_182	2;976;200643;171549;815;816;818
k79_18525	2;1239;186801;3085636;186803;2569097;39488
k79_183	2;976;200643;171549;2005525;375288;46503
k79_13878	2;1239;186801;3085636;186803;3342669;45851
k79_9412	
k79_184	
k79_4766	2;1224;1236;91347;1903414;586
k79_13879	
k79_185	2;1239;186801;3085636;186803;207244;649756
k79_4767	2;1239;186801;186802;216572;292632;214851
k79_13880	2;1239;186801;186802;216572;1263;2564099
k79_9413	2;1239;186801;3085636;186803;2569097;39488
k79_186	
k79_4768	2;1239;186801
k79_13881	
k79_4769	2;1239;186801;3085636;186803;207244;649756;649757
k79_13882	2;1239;186801;186802;186806;1730;2841528
k79_9414	
k79_18526	2;1239;186801;3085636;186803;207244;649756;649757
k79_9415	2;1239;186801;186802;216572;1263;2608920
k79_18527	2;976;200643;171549
k79_9416	
k79_9417	2;976;200643;171549;815;816
k79_18528	2;976;200643;171549;815;816
k79_18529	2;976;200643;171549;2005525;375288;46503
k79_9418	
k79_18530	2;1239;186801;186802;216572;2892396;2714353
k79_9419	2;1239;186801;3085636;186803;1506553;66219;357809
k79_13883	2;1239;91061;1385;186818;1372;1499687
k79_9420	
k79_18531	2;976;200643;171549;815
k79_18532	2;1239;186801;3085636;186803;207244;649756
k79_9421	2;1239;186801;3085636;186803;2569097;39488
k79_18533	2;1239;186801;186802;216572
k79_18534	2;1239;186801;186802;216572
k79_9422	
k79_18535	2;1239;186801;3085636;186803;2569097;39488
k79_9423	2;1239;186801;186802;216572;2892396;2714355
k79_9424	
k79_18536	2;1239;186801;186802;216572;1263;2564099
k79_9425	2;1239;186801;186802;216572;216851;411483
k79_18537	2;1239;186801;3085636;186803;28050;39485
k79_18538	
k79_4770	
k79_9426	2;1239;186801;186802;216572;1263;2564099
k79_4771	2;976;200643;171549;815;816;820
k79_9427	
k79_18539	2;1239;186801;186802;216572;1263;2564099
k79_4772	2;1239;186801;3085636;186803;33042;410072
k79_9428	2;976;200643;171549;815;816;820
k79_4773	2;1239;186801;186802;216572;1263;2564099
k79_18540	
k79_9429	
k79_13884	2;1239;186801;3085636;186803;3342669;45851
k79_9430	
k79_4774	
k79_13885	
k79_9431	
k79_4775	2;1239;186801;3085636;186803;2569097;39488
k79_13886	2;976;200643;171549;815;909656;821
k79_4776	2;1239;186801;3085636;186803;207244;649756
k79_9432	2;976;200643;171549;815;909656;821
k79_32358	2;1239;186801;186802;216572;2591381;2093857
k79_187	2;976;200643;171549;815;909656;821
k79_27717	
k79_13887	
k79_32359	
k79_9433	2;1239;186801;3085636;186803;189330;88431
k79_27718	2;1239;186801;3085636;186803;2944152;2763670
